1	1	0	30
1	2	0	12
1	3	0	24
1	4	0	77
1	5	0	120
1	6	0	113
1	7	0	105
1	8	0	492
1	1	1	22
1	2	1	11
1	3	1	20
1	4	1	74
1	5	1	120
1	6	1	113
1	7	1	103
1	8	1	446
1	1	3	11
1	2	3	8
1	3	3	14
1	4	3	55
1	5	3	95
1	6	3	75
1	7	3	60
1	8	3	210
1	1	6	62
1	2	6	40
1	3	6	78
1	4	6	366
1	5	6	894
1	6	6	779
1	7	6	557
1	8	6	1398
1	1	8	32
1	2	8	30
1	3	8	42
1	4	8	222
1	5	8	417
1	6	8	357
1	7	8	215
1	8	8	476
1	1	11	222
1	2	11	372
1	3	11	635
1	4	11	958
1	5	11	412
1	6	11	173
1	7	11	79
1	8	11	503
1	1	12	5
1	2	12	9
1	3	12	26
1	4	12	31
1	5	12	7
1	6	12	5
1	7	12	2
1	8	12	16
1	1	13	16
1	2	13	13
1	3	13	16
1	4	13	11
1	5	13	1
1	6	13	0
1	7	13	0
1	8	13	0
1	1	14	778
1	2	14	930
1	3	14	1620
1	4	14	2954
1	5	14	1684
1	6	14	752
1	7	14	381
1	8	14	1840
1	1	15	34
1	2	15	25
1	3	15	25
1	4	15	16
1	5	15	4
1	6	15	0
1	7	15	0
1	8	15	1
1	1	16	0
1	2	16	0
1	3	16	0
1	4	16	0
1	5	16	0
1	6	16	0
1	7	16	0
1	8	16	0
1	1	18	3
1	2	18	1
1	3	18	2
1	4	18	5
1	5	18	0
1	6	18	0
1	7	18	0
1	8	18	0
1	1	19	4
1	2	19	4
1	3	19	2
1	4	19	2
1	5	19	0
1	6	19	0
1	7	19	0
1	8	19	0
1	0	35	2.73973
1	0	36	3.07655
1	1	74	4.10499
1	2	74	2.88544
1	3	74	2.5826
1	4	74	1.40809
1	5	74	0.2964
1	6	74	0
1	7	74	0
1	8	74	0.182231
1	1	76	6.40914
1	2	76	4.88213
1	3	76	4.72439
1	4	76	3.39028
1	5	76	0.668892
1	6	76	0.164578
1	7	76	0.0586178
1	8	76	0.172304
1	1	78	32.238
1	2	78	26.9011
1	3	78	29.5656
1	4	78	20.4353
1	5	78	3.56798
1	6	78	0.84373
1	7	78	0.297551
1	8	78	0.874104
2	1	0	30
2	2	0	15
2	3	0	25
2	4	0	73
2	5	0	121
2	6	0	111
2	7	0	105
2	8	0	493
2	1	1	24
2	2	1	13
2	3	1	22
2	4	1	70
2	5	1	121
2	6	1	111
2	7	1	104
2	8	1	444
2	1	3	12
2	2	3	11
2	3	3	17
2	4	3	54
2	5	3	92
2	6	3	76
2	7	3	61
2	8	3	212
2	1	6	50
2	2	6	51
2	3	6	89
2	4	6	376
2	5	6	909
2	6	6	791
2	7	6	563
2	8	6	1387
2	1	8	25
2	2	8	33
2	3	8	60
2	4	8	211
2	5	8	419
2	6	8	365
2	7	8	220
2	8	8	463
2	1	11	2
2	2	11	1
2	3	11	5
2	4	11	12
2	5	11	2
2	6	11	1
2	7	11	1
2	8	11	3
2	1	12	0
2	2	12	0
2	3	12	0
2	4	12	0
2	5	12	0
2	6	12	0
2	7	12	0
2	8	12	1
2	1	13	0
2	2	13	0
