1	1	0	27
1	2	0	18
1	3	0	28
1	4	0	70
1	5	0	111
1	6	0	116
1	7	0	102
1	8	0	491
1	1	1	15
1	2	1	13
1	3	1	21
1	4	1	64
1	5	1	108
1	6	1	115
1	7	1	101
1	8	1	460
1	1	3	5
1	2	3	9
1	3	3	16
1	4	3	44
1	5	3	77
1	6	3	86
1	7	3	56
1	8	3	241
1	1	6	29
1	2	6	28
1	3	6	55
1	4	6	204
1	5	6	551
1	6	6	722
1	7	6	683
1	8	6	1874
1	1	8	12
1	2	8	17
1	3	8	33
1	4	8	122
1	5	8	266
1	6	8	391
1	7	8	240
1	8	8	695
1	1	11	197
1	2	11	352
1	3	11	627
1	4	11	1150
1	5	11	666
1	6	11	235
1	7	11	168
1	8	11	522
1	1	12	3
1	2	12	18
1	3	12	34
1	4	12	36
1	5	12	8
1	6	12	0
1	7	12	2
1	8	12	15
1	1	13	6
1	2	13	12
1	3	13	12
1	4	13	17
1	5	13	2
1	6	13	0
1	7	13	1
1	8	13	0
1	1	14	645
1	2	14	838
1	3	14	1445
1	4	14	3145
1	5	14	2535
1	6	14	1005
1	7	14	597
1	8	14	1761
1	1	15	19
1	2	15	27
1	3	15	23
1	4	15	28
1	5	15	4
1	6	15	0
1	7	15	2
1	8	15	0
1	1	16	0
1	2	16	1
1	3	16	0
1	4	16	1
1	5	16	0
1	6	16	0
1	7	16	0
1	8	16	0
1	1	18	6
1	2	18	5
1	3	18	2
1	4	18	9
1	5	18	1
1	6	18	0
1	7	18	0
1	8	18	0
1	1	19	2
1	2	19	3
1	3	19	2
1	4	19	5
1	5	19	0
1	6	19	0
1	7	19	0
1	8	19	0
1	0	35	1.09589
1	0	36	1.05349
1	1	74	2.34309
1	2	74	2.89258
1	3	74	2.49996
1	4	74	2.37672
1	5	74	0.403115
1	6	74	0
1	7	74	0.360082
1	8	74	0
1	1	76	5.21173
1	2	76	4.70453
1	3	76	4.57542
1	4	76	3.93272
1	5	76	1.08534
1	6	76	0.205837
1	7	76	0.102319
1	8	76	0.163209
1	1	78	26.3179
1	2	78	26.985
1	3	78	30.6826
1	4	78	26.683
1	5	78	6.28525
1	6	78	1.08119
1	7	78	0.525223
1	8	78	0.829419
2	1	0	30
2	2	0	12
2	3	0	31
2	4	0	76
2	5	0	118
2	6	0	116
2	7	0	103
2	8	0	493
2	1	1	21
2	2	1	9
2	3	1	23
2	4	1	70
2	5	1	114
2	6	1	116
2	7	1	103
2	8	1	458
2	1	3	12
2	2	3	7
2	3	3	15
2	4	3	51
2	5	3	77
2	6	3	80
2	7	3	58
2	8	3	250
2	1	6	35
2	2	6	28
2	3	6	53
2	4	6	228
2	5	6	582
2	6	6	717
2	7	6	693
2	8	6	1909
2	1	8	23
2	2	8	17
2	3	8	30
2	4	8	127
2	5	8	266
2	6	8	381
2	7	8	248
2	8	8	706
2	1	11	1
2	2	11	5
2	3	11	3
2	4	11	3
2	5	11	5
2	6	11	2
2	7	11	1
2	8	11	1
2	1	12	0
2	2	12	0
2	3	12	0
2	4	12	0
2	5	12	0
2	6	12	0
2	7	12	0
2	8	12	0
2	1	13	0
2	2	13	0
2	3	13	0
2	4	13	0
2	5	13	0
2	6	13	0
2	7	13	0
2	8	13	0
2	1	14	5
2	2	14	4
2	3	14	10
2	4	14	23
2	5	14	21
2	6	14	2
2	7	14	7
2	8	14	15
2	1	15	0
2	2	15	0
2	3	15	2
2	4	15	1
2	5	15	0
2	6	15	0
2	7	15	0
2	8	15	0
2	1	16	0
2	2	16	0
2	3	16	0
2	4	16	0
2	5	16	0
2	6	16	0
2	7	16	0
2	8	16	0
2	1	18	0
2	2	18	0
2	3	18	0
2	4	18	0
2	5	18	0
2	6	18	0
2	7	18	0
2	8	18	0
2	1	19	0
2	2	19	0
2	3	19	1
2	4	19	0
2	5	19	0
2	6	19	0
2	7	19	0
2	8	19	0
2	0	35	1.09589
2	0	36	1.06282
2	1	74	0
2	2	74	0
2	3	74	0.201992
2	4	74	0
2	5	74	0
2	6	74	0
2	7	74	0
2	8	74	0
2	1	76	0.0329953
2	2	76	0.0215528
2	3	76	0.0389115
2	4	76	0.026476
2	5	76	0.00845937
2	6	76	0.000372272
2	7	76	0.000867871
2	8	76	0.0014805
2	1	78	0.167184
2	2	78	0.121851
2	3	78	0.247595
2	4	78	0.174125
2	5	78	0.0492116
2	6	78	0.00192241
2	7	78	0.00444376
2	8	78	0.00752734
3	1	0	27
3	2	0	14
3	3	0	27
3	4	0	70
3	5	0	115
3	6	0	116
3	7	0	105
3	8	0	489
3	1	1	17
3	2	1	13
3	3	1	21
3	4	1	66
3	5	1	113
3	6	1	116
3	7	1	105
3	8	1	454
3	1	3	14
3	2	3	9
3	3	3	18
3	4	3	47
3	5	3	82
3	6	3	79
3	7	3	60
3	8	3	248
3	1	6	29
3	2	6	43
3	3	6	47
3	4	6	224
3	5	6	582
3	6	6	688
3	7	6	719
3	8	6	1887
3	1	8	20
3	2	8	24
3	3	8	34
3	4	8	126
3	5	8	285
3	6	8	369
3	7	8	262
3	8	8	683
3	1	11	1
3	2	11	2
3	3	11	8
3	4	11	10
3	5	11	7
3	6	11	0
